AMD 라이젠 스레드리퍼 1920X (서밋 릿지),AMD,소켓TR4,14,12,24,3.5,6,32,NA,180,NA,NA,SENSEMI / SMT / 정품: 쿨러 미포함,837560
인텔 펜티엄 골드 G5600 (커피레이크),인텔,소켓1151v2,14,듀얼,4,3.9,NA,4,NA,54,인텔 UHD 630,350,하이퍼스레딩,124000
인텔 코어X-시리즈 i9-7980XE Extreme Edition (스카이레이크),인텔,소켓2066,14,18,36,2.60,NA,24,NA,165,NA,NA,옵테인,2238980
AMD 애슬론-X4 860K (카베리),AMD,소켓FM2+,28,쿼드,4,3.7,NA,4,NA,95,NA,NA,NA,72900
AMD A10 7870K (고다바리),AMD,소켓FM2+,28,쿼드,4,3.9,4,NA,NA,95,AMD R7 시리즈,866,NA,137000
인텔 코어i5-6세대 6500 (스카이레이크),인텔,소켓1151,14,쿼드,4,3.2,1,6,NA,65,인텔 HD 530,NA,NA,254000
인텔 제온 E3-1230V5 (스카이레이크),인텔,소켓1151,14,쿼드,8,3.4,1,8,NA,80,NA,NA,전용 칩셋인 C232 / C236 메인보드만 호환 가능합니다.,313000
인텔 코어X-시리즈 i9-7920X (스카이레이크),인텔,소켓2066,14,12,24,2.90,NA,16,NA,140,NA,NA,옵테인,1238950
인텔 코어X-시리즈 i9-7960X (스카이레이크),인텔,소켓2066,14,16,32,2.80,NA,22,NA,165,NA,NA,옵테인,1680000
인텔 제온 E5-2690 v4 (브로드웰-EP),인텔,소켓2011-V3,14,14,28,2.6,NA,35,NA,135,NA,NA,NA,2737900
AMD A8 7670K (고다바리),AMD,소켓FM2+,28,쿼드,4,3.6,4,NA,NA,95,AMD R7 시리즈,757,NA,112900
인텔 제온 E3-1220V5 (스카이레이크),인텔,소켓1151,14,쿼드,4,3.0,1,8,NA,80,NA,NA,전용 칩셋인 C232 / C236 메인보드만 호환 가능합니다.,251930
인텔 제온 E5-2683 v4 (브로드웰-EP),인텔,소켓2011-V3,14,16,32,2.1,NA,40,NA,120,NA,NA,NA,2351860
인텔 코어X-시리즈 i9-9960X (스카이레이크),인텔,소켓2066,14,16,32,3.10,NA,22,NA,165,NA,NA,하이퍼스레딩 / 옵테인,2050000
인텔 코어i5-6세대 6400 (스카이레이크),인텔,소켓1151,14,쿼드,4,2.7,1,6,NA,65,인텔 HD 530,NA,NA,233000
인텔 제온 E3-1240V5 (스카이레이크),인텔,소켓1151,14,쿼드,8,3.5,1,8,NA,80,NA,NA,전용 칩셋인 C232 / C236 메인보드만 호환 가능합니다.,343550
인텔 제온 E5-2687W v4 (브로드웰-EP),인텔,소켓2011-V3,14,12,24,3.0,NA,30,NA,160,NA,NA,NA,2805000
인텔 제온 E5-2630 v4 (브로드웰-EP),인텔,소켓2011-V3,14,10,20,2.2,NA,25,NA,85,NA,NA,NA,877800
인텔 코어X-시리즈 i9-7940X (스카이레이크),인텔,소켓2066,14,14,28,3.10,NA,19,NA,165,NA,NA,옵테인,1382850
인텔 제온 E5-2680 v4 (브로드웰-EP),인텔,소켓2011-V3,14,14,28,2.4,NA,35,NA,120,NA,NA,NA,2225220
인텔 제온 E3-1270V5 (스카이레이크),인텔,소켓1151,14,쿼드,8,3.6,1,8,NA,80,NA,NA,전용 칩셋인 C232 / C236 메인보드만 호환 가능합니다.,430000
인텔 제온 E3-1245V5 (스카이레이크),인텔,소켓1151,14,쿼드,8,3.5,1,8,NA,80,인텔 HD P530,350,하이퍼스레딩 / 전용 칩셋인 C232 / C236 메인보드만 호환 가능합니다.,385530
인텔 제온 E5-2603 v4 (브로드웰-EP),인텔,소켓2011-V3,14,헥사,6,1.7,NA,15,NA,85,NA,NA,NA,279000
인텔 코어i3-7세대 7320 (카비레이크),인텔,소켓1151,14,듀얼,4,4.1,NA,4,NA,51,인텔 HD 630,350,하이퍼스레딩,175000
인텔 제온 E5-2640 v4 (브로드웰-EP),인텔,소켓2011-V3,14,10,20,2.4,NA,25,NA,85,NA,NA,NA,1193690
인텔 코어X-시리즈 i7-9800X (스카이레이크),인텔,소켓2066,14,옥타,16,3.5,NA,16,NA,165,NA,NA,하이퍼스레딩 / 옵테인,727000
인텔 제온 E5-2650 v4 (브로드웰-EP),인텔,소켓2011-V3,14,12,24,2.2,NA,30,NA,105,NA,NA,NA,1531200
인텔 코어i7-6세대 6700K (스카이레이크),인텔,소켓1151,14,쿼드,8,4.0,1,8,NA,91,인텔 HD 530,350,NA,400000
인텔 제온 E5-2660 v4 (브로드웰-EP),인텔,소켓2011-V3,14,14,28,2.0,NA,35,NA,105,NA,NA,NA,1889330
인텔 코어i3-7세대 7300 (카비레이크),인텔,소켓1151,14,듀얼,4,4.0,NA,4,NA,51,인텔 HD 630,350,하이퍼스레딩,175000
인텔 제온 E5-2609 v4 (브로드웰-EP),인텔,소켓2011-V3,14,옥타,8,1.7,NA,20,NA,85,NA,NA,NA,394500
인텔 코어i3-8세대 8300 (커피레이크),인텔,소켓1151v2,14,쿼드,4,3.70,NA,8,NA,62,인텔 UHD 630,350,옵테인,188510
인텔 코어i3-6세대 6100 (스카이레이크),인텔,소켓1151,14,듀얼,4,3.7,512,3,NA,51,인텔 HD 530,NA,NA,172000
인텔 코어i3-7세대 7350K (카비레이크),인텔,소켓1151,14,듀얼,4,4.2,NA,4,NA,60,인텔 HD 630,NA,옵테인,187120
인텔 코어X-시리즈 i9-9920X (스카이레이크),인텔,소켓2066,14,12,24,3.5,NA,19,NA,165,NA,NA,하이퍼스레딩 / 옵테인,1490000
