6052852,인텔 셀러론 G4900 (커피레이크),인텔,NA,14,듀얼,2,3.1,NA,2,NA,54,인텔 UHD 610,350,NA,44800
5530421,인텔 코어i5-8세대 8600K (커피레이크),인텔,NA,14,헥사,6,3.60,NA,9,NA,95,인텔 UHD 630,350,옵테인,302900
6522496,AMD 애슬론 200GE (레이븐 릿지),AMD,NA,14,듀얼,4,3.2,1,4,NA,35,AMD 라데온 Vega 3,1,NA,59800
4814705,인텔 코어i5-7세대 7500 (카비레이크),인텔,NA,14,쿼드,4,3.4,NA,6,NA,65,인텔 HD 630,350,NA,244000
6467045,AMD 라이젠 스레드리퍼 2950X (피나클 릿지),AMD,NA,12,16,32,3.5,8,32,NA,180,NA,NA,XFR / SENSEMI / SMT / 정품: 쿨러 미포함 / 쿼드 채널 ECC 메모리 지원,1063000
6060229,인텔 펜티엄 골드 G5400 (커피레이크),인텔,NA,14,듀얼,4,3.7,NA,4,NA,54,인텔 UHD 610,350,하이퍼스레딩,106000
6746932,인텔 코어X-시리즈 i9-9900X (스카이레이크),인텔,NA,14,10,20,3.5,NA,19,NA,165,NA,NA,하이퍼스레딩 / 옵테인,1131760
5448913,AMD 라이젠 스레드리퍼 1900X (서밋 릿지),AMD,NA,14,옥타,16,3.8,4,16,NA,180,NA,NA,SENSEMI / SMT / 정품: 쿨러 미포함,289900
4929428,AMD 라이젠 7 1700 (서밋 릿지),AMD,NA,14,옥타,16,3.0,4,16,NA,65,NA,NA,SENSEMI / SMT / Wraith SPIRE 쿨러 포함,185000
6204487,인텔 코어i7-8세대 8086K (커피레이크),인텔,NA,14,헥사,12,4.0,NA,12,NA,95,인텔 UHD 630,350,하이퍼스레딩 / 옵테인,493000
6385810,AMD 라이젠 스레드리퍼 2990WX (피나클 릿지),AMD,NA,12,32,64,3.0,16,64,NA,250,NA,NA,XFR / SENSEMI / SMT / 정품: 쿨러 미포함 / 쿼드 채널 ECC 메모리 지원,2003000
5061813,AMD 라이젠 5 1600 (서밋 릿지),AMD,NA,14,헥사,12,3.2,3,16,NA,65,NA,NA,SENSEMI / SMT / Wraith SPIRE 쿨러 포함,155000
4827935,인텔 펜티엄 G4560 (카비레이크),인텔,NA,14,듀얼,4,3.5,NA,3,NA,54,인텔 HD 610,350,하이퍼스레딩,92000
7059166,인텔 코어i5-9세대 9400F (커피레이크-R),인텔,NA,14,헥사,6,2.90,NA,9,NA,65,NA,NA,NA,221500
6929551,인텔 코어X-시리즈 i9-9980XE (스카이레이크),인텔,NA,14,18,36,3.0,NA,24,NA,165,NA,NA,하이퍼스레딩 / 옵테인,2778000
4143949,인텔 코어i5-4세대 4690 (하스웰 리프레시),인텔,NA,22,쿼드,4,3.5,1,6,NA,84,인텔 HD 4600,1,NA,NA
6020678,인텔 코어i5-8세대 8600 (커피레이크),인텔,NA,14,헥사,6,3.1,NA,9,NA,65,인텔 UHD 630,350,옵테인,313900
4814592,인텔 코어i7-7세대 7700 (카비레이크),인텔,NA,14,쿼드,8,3.6,NA,8,NA,65,인텔 HD 630,350,하이퍼스레딩,375000
3403647,인텔 코어i5-6세대 6600 (스카이레이크),인텔,NA,14,쿼드,4,3.3,1,6,NA,65,인텔 HD 530,NA,NA,258230
4144198,인텔 코어i5-2세대 2500 (샌디브릿지),인텔,NA,32,쿼드,4,3.3,NA,6,NA,95,인텔 HD 2000,800,NA,NA
1678801,인텔 코어i7-3세대 3770 (아이비브릿지),인텔,NA,22,쿼드,8,3.4,NA,8,NA,77,인텔 HD 4000,650,하이퍼스레딩,NA
4815493,인텔 코어i7-7세대 7700K (카비레이크),인텔,NA,14,쿼드,8,4.2,NA,8,NA,91,인텔 HD 630,350,하이퍼스레딩,400200
5530687,인텔 코어i3-8세대 8350K (커피레이크),인텔,NA,14,쿼드,4,4.00,NA,8,NA,91,인텔 UHD 630,350,옵테인,193900
5061814,AMD 라이젠 5 1600X (서밋 릿지),AMD,NA,14,헥사,12,3.6,3,16,NA,95,NA,NA,SENSEMI / SMT / 정품: 쿨러 미포함 / 멀티팩: Wraith MAX 쿨러 포함,213100
4143852,인텔 코어i5-3세대 3570 (아이비브릿지),인텔,NA,22,쿼드,4,3.4,NA,6,NA,77,인텔 HD 2500,650,NA,NA
4766867,인텔 코어i5-4세대 4670 (하스웰),인텔,NA,22,쿼드,4,3.4,1,6,NA,84,인텔 HD 4600,1,NA,NA
5352206,AMD 라이젠 3 1200 (서밋 릿지),AMD,NA,NA,쿼드,4,3.1,2,8,NA,65,NA,NA,SENSEMI / Wraith STEALTH 쿨러 포함,88000
5305311,인텔 코어X-시리즈 i9-7900X (스카이레이크),인텔,NA,14,10,20,3.30,NA,13,NA,140,NA,NA,옵테인,1115600
5355163,AMD 라이젠 스레드리퍼 1950X (서밋 릿지),AMD,NA,14,16,32,3.4,NA,32,NA,180,NA,NA,SENSEMI / SMT / 정품: 쿨러 미포함,793500
4929101,AMD 라이젠 7 1800X (서밋 릿지),AMD,NA,14,옥타,16,3.6,4,16,NA,95,NA,NA,SENSEMI / SMT / 정품: 쿨러 미포함 / 멀티팩: Wraith MAX 쿨러 포함,326580
4929434,AMD 라이젠 7 1700X (서밋 릿지),AMD,NA,14,옥타,16,3.4,4,16,NA,95,NA,NA,SENSEMI / SMT / 정품: 쿨러 미포함 / 멀티팩: Wraith MAX 쿨러 포함,198240
5061812,AMD 라이젠 5 1500X (서밋 릿지),AMD,NA,14,쿼드,8,3.5,2,16,NA,65,NA,NA,SENSEMI / SMT / Wraith SPIRE 쿨러 포함,127600
4820023,인텔 코어i3-7세대 7100 (카비레이크),인텔,NA,14,듀얼,4,3.9,NA,3,NA,51,인텔 HD 630,350,하이퍼스레딩,166900
5330282,인텔 코어X-시리즈 i7-7820X (스카이레이크),인텔,NA,14,옥타,16,3.60,NA,11,NA,140,NA,NA,옵테인,685000
4370066,인텔 제온 E5-2620 v4 (브로드웰-EP),인텔,NA,14,옥타,16,2.1,NA,20,NA,85,NA,NA,NA,533290
4814728,인텔 코어i5-7세대 7400 (카비레이크),인텔,NA,14,쿼드,4,3.0,NA,6,NA,65,인텔 HD 630,350,NA,245040
4828993,인텔 셀러론 G3930 (카비레이크),인텔,NA,14,듀얼,2,2.9,NA,2,NA,51,인텔 HD 610,350,NA,83000
5061811,AMD 라이젠 5 1400 (서밋 릿지),AMD,NA,14,쿼드,8,3.2,2,8,NA,65,NA,NA,SENSEMI / SMT / Wraith STEALTH 쿨러 포함,112800
4814683,인텔 코어i5-7세대 7600 (카비레이크),인텔,NA,14,쿼드,4,3.5,NA,6,NA,65,인텔 HD 630,350,NA,285000
3403648,인텔 코어i7-6세대 6700 (스카이레이크),인텔,NA,14,쿼드,8,3.4,1,8,NA,65,인텔 HD 530,350,NA,379000
4827968,인텔 펜티엄 G4600 (카비레이크),인텔,NA,14,듀얼,4,3.6,NA,3,NA,51,인텔 HD 630,350,하이퍼스레딩,118000
5355269,AMD 라이젠 스레드리퍼 1920X (서밋 릿지),AMD,NA,14,12,24,3.5,6,32,NA,180,NA,NA,SENSEMI / SMT / 정품: 쿨러 미포함,837540
6035613,인텔 펜티엄 골드 G5600 (커피레이크),인텔,NA,14,듀얼,4,3.9,NA,4,NA,54,인텔 UHD 630,350,하이퍼스레딩,124000
5681639,인텔 코어X-시리즈 i9-7980XE Extreme Edition (스카이레이크),인텔,NA,14,18,36,2.60,NA,24,NA,165,NA,NA,옵테인,2238980
2976138,AMD 애슬론-X4 860K (카베리),AMD,NA,28,쿼드,4,3.7,NA,4,NA,95,NA,NA,NA,72900
3202784,AMD A10 7870K (고다바리),AMD,NA,28,쿼드,4,3.9,4,NA,NA,95,AMD R7 시리즈,866,NA,137000
3403646,인텔 코어i5-6세대 6500 (스카이레이크),인텔,NA,14,쿼드,4,3.2,1,6,NA,65,인텔 HD 530,NA,NA,254000
3589079,인텔 제온 E3-1230V5 (스카이레이크),인텔,NA,14,쿼드,8,3.4,1,8,NA,80,NA,NA,전용 칩셋인 C232 / C236 메인보드만 호환 가능합니다.,313000
5557225,인텔 코어X-시리즈 i9-7920X (스카이레이크),인텔,NA,14,12,24,2.90,NA,16,NA,140,NA,NA,옵테인,1238950
5623660,인텔 코어X-시리즈 i9-7960X (스카이레이크),인텔,NA,14,16,32,2.80,NA,22,NA,165,NA,NA,옵테인,1680000
4370330,인텔 제온 E5-2690 v4 (브로드웰-EP),인텔,NA,14,14,28,2.6,NA,35,NA,135,NA,NA,NA,2737900
3412430,AMD A8 7670K (고다바리),AMD,NA,28,쿼드,4,3.6,4,NA,NA,95,AMD R7 시리즈,757,NA,112900
3588870,인텔 제온 E3-1220V5 (스카이레이크),인텔,NA,14,쿼드,4,3.0,1,8,NA,80,NA,NA,전용 칩셋인 C232 / C236 메인보드만 호환 가능합니다.,251930
4370208,인텔 제온 E5-2683 v4 (브로드웰-EP),인텔,NA,14,16,32,2.1,NA,40,NA,120,NA,NA,NA,2351850
6929497,인텔 코어X-시리즈 i9-9960X (스카이레이크),인텔,NA,14,16,32,3.10,NA,22,NA,165,NA,NA,하이퍼스레딩 / 옵테인,2050000
3440500,인텔 코어i5-6세대 6400 (스카이레이크),인텔,NA,14,쿼드,4,2.7,1,6,NA,65,인텔 HD 530,NA,NA,233000
3589276,인텔 제온 E3-1240V5 (스카이레이크),인텔,NA,14,쿼드,8,3.5,1,8,NA,80,NA,NA,전용 칩셋인 C232 / C236 메인보드만 호환 가능합니다.,343550
4370305,인텔 제온 E5-2687W v4 (브로드웰-EP),인텔,NA,14,12,24,3.0,NA,30,NA,160,NA,NA,NA,2805000
4370096,인텔 제온 E5-2630 v4 (브로드웰-EP),인텔,NA,14,10,20,2.2,NA,25,NA,85,NA,NA,NA,877800
5623642,인텔 코어X-시리즈 i9-7940X (스카이레이크),인텔,NA,14,14,28,3.10,NA,19,NA,165,NA,NA,옵테인,1382850
4370176,인텔 제온 E5-2680 v4 (브로드웰-EP),인텔,NA,14,14,28,2.4,NA,35,NA,120,NA,NA,NA,2225210
3589305,인텔 제온 E3-1270V5 (스카이레이크),인텔,NA,14,쿼드,8,3.6,1,8,NA,80,NA,NA,전용 칩셋인 C232 / C236 메인보드만 호환 가능합니다.,430000
3600623,인텔 제온 E3-1245V5 (스카이레이크),인텔,NA,14,쿼드,8,3.5,1,8,NA,80,인텔 HD P530,350,하이퍼스레딩 / 전용 칩셋인 C232 / C236 메인보드만 호환 가능합니다.,385530
4370024,인텔 제온 E5-2603 v4 (브로드웰-EP),인텔,NA,14,헥사,6,1.7,NA,15,NA,85,NA,NA,NA,279000
4828072,인텔 코어i3-7세대 7320 (카비레이크),인텔,NA,14,듀얼,4,4.1,NA,4,NA,51,인텔 HD 630,350,하이퍼스레딩,175000
4370104,인텔 제온 E5-2640 v4 (브로드웰-EP),인텔,NA,14,10,20,2.4,NA,25,NA,85,NA,NA,NA,1193680
6746998,인텔 코어X-시리즈 i7-9800X (스카이레이크),인텔,NA,14,옥타,16,3.5,NA,16,NA,165,NA,NA,하이퍼스레딩 / 옵테인,727000
4370139,인텔 제온 E5-2650 v4 (브로드웰-EP),인텔,NA,14,12,24,2.2,NA,30,NA,105,NA,NA,NA,1531200
3353502,인텔 코어i7-6세대 6700K (스카이레이크),인텔,NA,14,쿼드,8,4.0,1,8,NA,91,인텔 HD 530,350,NA,400000
4370165,인텔 제온 E5-2660 v4 (브로드웰-EP),인텔,NA,14,14,28,2.0,NA,35,NA,105,NA,NA,NA,1889330
4828060,인텔 코어i3-7세대 7300 (카비레이크),인텔,NA,14,듀얼,4,4.0,NA,4,NA,51,인텔 HD 630,350,하이퍼스레딩,175000
4234437,인텔 제온 E5-2609 v4 (브로드웰-EP),인텔,NA,14,옥타,8,1.7,NA,20,NA,85,NA,NA,NA,394500
6023364,인텔 코어i3-8세대 8300 (커피레이크),인텔,NA,14,쿼드,4,3.70,NA,8,NA,62,인텔 UHD 630,350,옵테인,188510
3464180,인텔 코어i3-6세대 6100 (스카이레이크),인텔,NA,14,듀얼,4,3.7,512,3,NA,51,인텔 HD 530,NA,NA,172000
5134955,인텔 코어i3-7세대 7350K (카비레이크),인텔,NA,14,듀얼,4,4.2,NA,4,NA,60,인텔 HD 630,NA,옵테인,187120
6746872,인텔 코어X-시리즈 i9-9920X (스카이레이크),인텔,NA,14,12,24,3.5,NA,19,NA,165,NA,NA,하이퍼스레딩 / 옵테인,1490000
6782926,인텔 코어X-시리즈 i9-9820X (스카이레이크),인텔,NA,14,10,20,3.3,NA,16,NA,165,NA,NA,하이퍼스레딩 / 옵테인,1007580
6929425,인텔 코어X-시리즈 i9-9940X (스카이레이크),인텔,NA,14,14,28,3.3,NA,19,NA,165,NA,NA,하이퍼스레딩 / 옵테인,1742560
6035711,인텔 펜티엄 골드 G5500 (커피레이크),인텔,NA,14,듀얼,4,3.8,NA,4,NA,54,인텔 UHD 630,350,하이퍼스레딩,130000
3490823,인텔 펜티엄 G4400 (스카이레이크),인텔,NA,14,듀얼,2,3.3,512,3,NA,54,인텔 HD 510,NA,NA,130000
3353495,인텔 코어i5-6세대 6600K (스카이레이크),인텔,NA,14,쿼드,4,3.5,1,6,NA,91,인텔 HD 530,1,NA,262500
5330329,인텔 코어X-시리즈 i7-7800X (스카이레이크),인텔,NA,14,헥사,12,3.50,NA,8,NA,140,NA,NA,옵테인,433500
5352169,AMD 라이젠 3 1300X (서밋 릿지),AMD,NA,NA,쿼드,4,3.5,2,8,NA,65,NA,NA,SENSEMI / Wraith STEALTH 쿨러 포함,114000
6035740,인텔 셀러론 G4920 (커피레이크),인텔,NA,14,듀얼,2,3.2,NA,2,NA,54,인텔 UHD 610,350,NA,81120
3464150,인텔 코어i3-6세대 6300 (스카이레이크),인텔,NA,14,듀얼,4,3.8,512,4,NA,51,인텔 HD 530,NA,NA,205980
5330367,인텔 코어X-시리즈 i7-7740X (카비레이크),인텔,NA,14,쿼드,8,4.30,NA,8,NA,112,NA,NA,옵테인,434070
5330420,인텔 코어X-시리즈 i5-7640X (카비레이크),인텔,NA,14,쿼드,4,4.00,NA,6,NA,112,NA,NA,NA,288890
3600643,인텔 제온 E3-1275V5 (스카이레이크),인텔,NA,14,쿼드,8,3.6,1,8,NA,80,인텔 HD P530,400,하이퍼스레딩 / 전용 칩셋인 C232 / C236 메인보드만 호환 가능합니다.,457790
3600585,인텔 제온 E3-1225V5 (스카이레이크),인텔,NA,14,쿼드,4,3.3,1,8,NA,80,인텔 HD P530,350,하이퍼스레딩 / 전용 칩셋인 C232 / C236 메인보드만 호환 가능합니다.,310580
6112722,인텔 코어i7-4세대 4790 (하스웰 리프레시),인텔,NA,22,쿼드,8,3.6,1,8,NA,84,인텔 HD 4600,1,하이퍼스레딩,NA
6112498,인텔 코어i3-4세대 4170 (하스웰 리프레시),인텔,NA,22,듀얼,4,3.7,512,3,NA,54,인텔 HD 4400,1,하이퍼스레딩,NA
6112514,인텔 코어i5-4세대 4440 (하스웰),인텔,NA,22,쿼드,4,3.1,1,6,NA,84,인텔 HD 4600,1,NA,NA
4143989,인텔 코어2듀오 E8500 (울프데일),인텔,NA,45,듀얼,2,3.16,NA,6,NA,65,NA,NA,NA,NA
5449270,인텔 제온 스케일러블 실버 4112 (스카이레이크),인텔,NA,14,쿼드,8,2.60,NA,8,NA,85,NA,NA,NA,620000
3980286,인텔 셀러론 G3900 (스카이레이크),인텔,NA,14,듀얼,2,2.8,512,2,NA,51,인텔 HD 510,350,NA,NA
1376038,인텔 펜티엄 G840 (샌디브릿지),인텔,NA,32,듀얼,2,2.8,NA,3,NA,65,인텔 HD,850,NA,NA
3951670,AMD 애슬론-X4 845 (카리조),AMD,NA,28,쿼드,4,3.5,NA,2,NA,65,NA,NA,NA,479900
4146048,인텔 코어i7-3세대 3770K (아이비브릿지),인텔,NA,22,쿼드,8,NA,NA,NA,NA,NA,NA,NA,256KB x4 / 8MB / 64(32)비트 / 77W / 인텔 HD 4000 / 650MHz / 하이퍼스레딩,NA
6112933,인텔 펜티엄 G3220 (하스웰),인텔,NA,22,듀얼,2,3.0,512,3,NA,54,인텔 HD,1100,NA,NA
6112865,인텔 코어i7-4세대 4790K (데빌스캐년),인텔,NA,22,쿼드,8,4.0,NA,8,NA,88,인텔 HD 4600,1,하이퍼스레딩,NA
5448999,인텔 제온 스케일러블 골드 6152 (스카이레이크),인텔,NA,14,22,44,2.10,NA,30,NA,140,NA,NA,NA,4850700
4144290,인텔 코어2듀오 E8400 (울프데일),인텔,NA,45,듀얼,2,3.0,NA,6,NA,65,NA,NA,NA,NA
1511281,인텔 셀러론 G530 (샌디브릿지),인텔,NA,32,듀얼,2,2.4,NA,2,NA,65,인텔 HD,850,NA,NA
1725177,인텔 코어i5-3세대 3470 (아이비브릿지),인텔,NA,22,쿼드,4,3.2,NA,6,NA,77,인텔 HD 2500,650,NA,NA
5449019,인텔 제온 스케일러블 골드 6142 (스카이레이크),인텔,NA,14,20,40,2.60,NA,22,NA,150,NA,NA,NA,3859900
686511,인텔 코어2쿼드 Q6600 (켄츠필드),인텔,NA,65,쿼드,4,2.4,8,NA,NA,NA,NA,NA,NA,NA
5449301,인텔 제온 스케일러블 브론즈 3106 (스카이레이크),인텔,NA,14,옥타,8,1.70,NA,11,NA,85,NA,NA,NA,404540
4485420,인텔 코어2쿼드 Q9500 (요크필드),인텔,NA,45,쿼드,4,2.83,NA,6,NA,95,NA,NA,NA,NA
4148314,인텔 펜티엄 E5200 (울프데일),인텔,NA,45,듀얼,2,2.5,NA,2,NA,65,NA,NA,NA,NA
4766793,인텔 코어i5-4세대 4590 (하스웰 리프레시),인텔,NA,22,쿼드,4,3.3,1,6,NA,84,인텔 HD 4600,1,NA,NA
4905563,인텔 코어i5-4세대 4570 (하스웰),인텔,NA,22,쿼드,4,3.2,1,6,NA,84,인텔 HD 4600,1,NA,NA
6112690,인텔 코어i7-4세대 4770 (하스웰),인텔,NA,22,쿼드,8,3.4,1,8,NA,84,인텔 HD 4600,1,하이퍼스레딩,NA
4144494,인텔 코어2쿼드 Q9550 (요크필드),인텔,NA,45,쿼드,4,2.83,12,NA,NA,95,NA,NA,NA,70000
4507171,인텔 셀러론 G1620 (아이비브릿지),인텔,NA,22,듀얼,2,2.7,NA,2,NA,55,인텔 HD,650,NA,NA
4144083,인텔 펜티엄 E6700 (울프데일),인텔,NA,45,듀얼,2,3.2,NA,2,NA,65,NA,NA,NA,NA
918138,인텔 코어2듀오 E7300 (울프데일),인텔,NA,45,듀얼,2,2.66,NA,3,NA,65,NA,NA,NA,NA
1678805,인텔 코어i5-3세대 3570K (아이비브릿지),인텔,NA,22,쿼드,4,3.4,NA,6,NA,77,인텔 HD 4000,650,NA,NA
6112877,인텔 셀러론 G1820 (하스웰),인텔,NA,22,듀얼,2,2.7,256,2,NA,53,인텔 HD,350,NA,NA
5449014,인텔 제온 스케일러블 골드 6148 (스카이레이크),인텔,NA,14,20,40,2.40,NA,27,NA,150,NA,NA,NA,3887600
4146440,AMD 애슬론II-X3 450 (라나),AMD,NA,45,트리,3,3.2,1536,NA,NA,95,NA,NA,NA,NA
5449287,인텔 제온 스케일러블 실버 4108 (스카이레이크),인텔,NA,14,옥타,16,1.80,NA,11,NA,85,NA,NA,NA,543370
4197698,인텔 코어i3-4세대 4130 (하스웰),인텔,NA,22,듀얼,4,3.4,512,3,NA,54,인텔 HD 4400,1150,하이퍼스레딩,NA
4144446,인텔 코어i7-1세대 870 (린필드),인텔,NA,45,쿼드,8,2.93,NA,8,NA,95,NA,NA,NA,NA
5449308,인텔 제온 스케일러블 브론즈 3104 (스카이레이크),인텔,NA,14,헥사,6,1.70,NA,8,NA,85,NA,NA,NA,288670
4954420,인텔 코어i3-4세대 4150 (하스웰 리프레시),인텔,NA,22,듀얼,4,3.5,512,3,NA,54,인텔 HD 4400,1,하이퍼스레딩,NA
4144570,인텔 코어i3-2세대 2120 (샌디브릿지),인텔,NA,32,듀얼,4,3.3,NA,3,NA,65,인텔 HD 2000,NA,하이퍼스레딩,NA
4147647,인텔 코어i3-2세대 2100 (샌디브릿지),인텔,NA,32,듀얼,4,3.1,NA,3,NA,65,인텔 HD 2000,NA,하이퍼스레딩,NA
5449071,인텔 제온 스케일러블 골드 6134 (스카이레이크),인텔,NA,14,옥타,16,3.20,NA,24,NA,130,NA,NA,NA,2898890
5449089,인텔 제온 스케일러블 골드 6128 (스카이레이크),인텔,NA,14,헥사,12,3.40,NA,19,NA,115,NA,NA,NA,2198000
5449029,인텔 제온 스케일러블 골드 6138 (스카이레이크),인텔,NA,14,20,40,2.00,NA,27,NA,125,NA,NA,NA,3347000
6112916,인텔 셀러론 G1840 (하스웰 리프레시),인텔,NA,22,듀얼,2,2.8,512,2,NA,53,인텔 HD,350,NA,NA
5132365,인텔 제온 E3-1220V6 (카비레이크),인텔,NA,NA,쿼드,4,3.0,NA,8,NA,72,NA,NA,C236 메인보드만 호환 가능합니다.,260160
5132511,인텔 제온 E3-1275V6 (카비레이크),인텔,NA,NA,쿼드,8,3.8,NA,8,NA,73,인텔 HD P630,NA,C236 메인보드만 호환 가능합니다.,445920
4147680,인텔 코어i7-2세대 2600 (샌디브릿지),인텔,NA,32,쿼드,8,3.4,NA,8,NA,95,인텔 HD 2000,800,하이퍼스레딩,NA
4145605,인텔 코어i3-3세대 3220 (아이비브릿지),인텔,NA,22,듀얼,4,3.3,NA,3,NA,55,인텔 HD 2500,650,하이퍼스레딩,NA
5449077,인텔 제온 스케일러블 골드 6130 (스카이레이크),인텔,NA,14,16,32,2.10,NA,22,NA,125,NA,NA,NA,2391690
5132478,인텔 제온 E3-1240V6 (카비레이크),인텔,NA,NA,쿼드,8,3.7,NA,8,NA,72,NA,NA,C236 메인보드만 호환 가능합니다.,360300
2375794,인텔 제온 E3-1220V3 (하스웰),인텔,NA,22,쿼드,4,3.1,NA,NA,NA,80,NA,NA,NA,NA
5724026,인텔 코어i5-4세대 4460 (하스웰 리프레시),인텔,NA,22,쿼드,4,3.2,1,6,NA,84,인텔 HD 4600,1,NA,NA
5449121,인텔 제온 스케일러블 골드 5120 (스카이레이크),인텔,NA,14,14,28,2.20,NA,19,NA,105,NA,NA,NA,2012870
4281793,AMD 페넘II-X4 955 (데네브),AMD,NA,45,쿼드,4,3.2,NA,6,NA,95,NA,NA,NA,NA
5132499,인텔 제온 E3-1270V6 (카비레이크),인텔,NA,NA,쿼드,8,3.8,NA,8,NA,72,NA,NA,C236 메인보드만 호환 가능합니다.,434600
5132462,인텔 제온 E3-1230V6 (카비레이크),인텔,NA,NA,쿼드,8,3.5,NA,8,NA,72,NA,NA,C236 메인보드만 호환 가능합니다.,341000
4274836,인텔 코어i5-3세대 3550 (아이비브릿지),인텔,NA,22,쿼드,4,3.3,NA,6,NA,77,인텔 HD 2500,650,NA,NA
5449025,인텔 제온 스케일러블 골드 6140 (스카이레이크),인텔,NA,14,18,36,2.60,NA,24,NA,140,NA,NA,NA,3110000
1013075,인텔 코어i7-1세대 860 (린필드),인텔,NA,45,쿼드,8,2.8,NA,8,NA,95,NA,NA,NA,NA
5132495,인텔 제온 E3-1245V6 (카비레이크),인텔,NA,NA,쿼드,8,3.7,NA,8,NA,73,인텔 HD P630,NA,C236 메인보드만 호환 가능합니다.,374500
5132410,인텔 제온 E3-1225V6 (카비레이크),인텔,NA,NA,쿼드,4,3.3,NA,8,NA,73,인텔 HD P630,NA,C236 메인보드만 호환 가능합니다.,293530
5449112,인텔 제온 스케일러블 골드 5122 (스카이레이크),인텔,NA,14,쿼드,8,3.60,NA,16,NA,105,NA,NA,NA,1616930
1783681,인텔 코어i3-3세대 3240 (아이비브릿지),인텔,NA,22,듀얼,4,3.4,NA,3,NA,55,인텔 HD 2500,650,하이퍼스레딩,NA
5449199,인텔 제온 스케일러블 실버 4116 (스카이레이크),인텔,NA,14,12,24,2.10,NA,16,NA,85,NA,NA,NA,1324400
5449281,인텔 제온 스케일러블 실버 4110 (스카이레이크),인텔,NA,14,옥타,16,2.10,NA,11,NA,85,NA,NA,NA,648110
4144483,인텔 코어2쿼드 Q8400 (요크필드),인텔,NA,45,쿼드,4,2.66,4,NA,NA,95,NA,NA,NA,NA
4144246,인텔 코어i5-2세대 2500K (샌디브릿지),인텔,NA,32,쿼드,4,3.3,NA,6,NA,95,인텔 HD 3000,850,NA,NA
5678315,인텔 코어i3-4세대 4160 (하스웰 리프레시),인텔,NA,22,듀얼,4,3.6,512,3,NA,54,인텔 HD 4400,1,하이퍼스레딩,NA
4144131,인텔 코어i5-1세대 760 (린필드),인텔,NA,45,쿼드,4,2.8,NA,8,NA,95,NA,NA,NA,NA
4281826,AMD 페넘II-X4 960T Black Edition (조스마),AMD,NA,45,쿼드,4,NA,NA,NA,NA,NA,NA,NA,512KB x4 / 6MB / 64(32)비트 / 95W,NA
4144038,인텔 코어2쿼드 Q9400 (요크필드),인텔,NA,45,쿼드,4,2.66,NA,6,NA,95,NA,NA,NA,NA
4144546,인텔 코어i5-1세대 750 (린필드),인텔,NA,45,쿼드,4,2.66,NA,8,NA,95,NA,NA,NA,NA
4467097,AMD 페넘II-X6 1055T (투반),AMD,NA,45,헥사,6,2.8,NA,6,NA,125,NA,NA,NA,NA
913727,인텔 코어2쿼드 Q8300 (요크필드),인텔,NA,45,쿼드,4,2.5,4,NA,NA,95,NA,NA,NA,NA
