name,manufacturer,type,prod_name,nm,clock,b_clock,sp,PCIe,gddr,memory_c,memory_v,memory_b,etc,price
COLORFUL iGAME 지포스 GTX1060 VULCAN U D5 6GB,COLORFUL,vga,GTX1060,16,1556,1771,1280,3.0x16,5,8008,6,192,DVI / HDMI / DP / 최대 모니터 4개 / 최대 120W / 전원부: 5페이즈 / 2개 팬 / 264mm,292400
MSI 지포스 GTX1070 게이밍 D5 8GB 트윈프로져6,MSI,vga,GTX1070,16,1531,1721,NA,3.0x16,5,8008,8,256,DVI / HDMI / DP / 최대 모니터 4개 / 최대 150W / 정격파워 500W 이상 / 전원부: 10페이즈 / 2개 팬 / 279mm / 백플레이트 / LED 라이트 / MYSTIC LIGHT,640300
PALIT 지포스 RTX 2080 Dual D6 8GB,PALIT,vga,RTX2080,12,1515,1710,2944,3.0x16,6,14000,8,256,HDMI / DP / USB Type-C / 최대 모니터 4개 / 최대 250W / 정격파워 650W 이상 / 2개 팬 / 292mm / LED 라이트 / RGB LIGHTING,911700
GAINWARD 지포스 RTX 2070 피닉스 GS D6 8GB,GAINWARD,vga,RTX2070,12,NA,1725,2304,3.0x16,6,14000,8,256,HDMI / DP / USB Type-C / 최대 모니터 4개 / 최대 185W / 정격파워 550W 이상 / 3개 팬 / 292mm / LED 라이트,662700
GIGABYTE 지포스 GTX1050 UD2 D5 3GB 미니미,GIGABYTE,vga,GTX1050,14,1392,1518,768,3.0x16,5,7008,3,96,DVI / HDMI / DP / 최대 모니터 3개 / 정격파워 300W 이상 / 전원부: 4페이즈 / 1개 팬 / 172mm,155400
리드텍 WinFast 지포스 RTX 2080 Ti HURRICANE D6 11GB,리드텍,vga,RTX2080Ti,12,1350,1635,4352,3.0x16,6,14000,11,352,HDMI / DP / USB Type-C / 최대 모니터 4개 / 최대 260W / 정격파워 650W 이상 / 전원부: 16페이즈 / 3개 팬 / 303mm / 백플레이트 / LED 라이트,1470700
GIGABYTE 지포스 RTX 2080 UDV 터보포스 OC D6 8GB,GIGABYTE,vga,RTX2080,12,1785,NA,2944,3.0x16,6,14000,8,256,HDMI / DP / USB Type-C / 최대 모니터 4개 / 정격파워 650W 이상 / 전원부: 8+2페이즈 / 1개 팬 / 272mm,1022800
SAPPHIRE 라데온 RX 560 14CU PULSE Advantage Edition D5 4GB,SAPPHIRE,vga,RX560D,14,NA,1226,896,NA,NA,6000,4,128,DVI / HDMI / DP / 최대 모니터 3개 / 최대 75W / 정격파워 400W 이상 / 전원부: 3페이즈 / 1개 팬 / 210mm,130000
MSI 지포스 GT1030 에어로 ITX OC D5 2GB,MSI,vga,GT1030,14,1265,1518,NA,3.0x4,5,6008,2,64,DVI / HDMI / 최대 모니터 2개 / 최대 30W / 정격파워 300W 이상 / 1개 팬 / 147mm,96800
GIGABYTE 지포스 GTX1080 UDV D5X 8GB 윈드포스,GIGABYTE,vga,GTX1080,16,1632,1771,2560,3.0x16,5,10010,8,256,DVI / HDMI / DP / 최대 모니터 4개 / 정격파워 500W 이상 / 전원부: 10페이즈 / 3개 팬 / 280mm,1115150
갤럭시 BOY 지포스 RTX 2080 EX D6 8GB,갤럭시,vga,RTX2080,12,1515,1710,2944,3.0x16,6,14000,8,256,HDMI / DP / USB Type-C / 최대 모니터 4개 / 최대 215W / 정격파워 650W 이상 / 전원부: 10페이즈 / 2개 팬 / 285mm / 백플레이트 / LED 라이트,954400
리드텍 쿼드로 P600 MDP to DVI D5 2GB ABKO,리드텍,vga,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,384개 / PCIe3.0x16 / GDDR5(DDR5) / 2GB / 128-bit / DP / 최대 40W / 1개 팬 / 145mm,275000
XFX 라데온 RX 580 블랙울프 OC D5 8GB,XFX,vga,RX580,14,NA,1366,2304,NA,NA,8000,8,256,DVI / HDMI / DP / 정격파워 500W 이상 / 전원부: 7페이즈 / 2개 팬 / 280mm / 백플레이트,359000
AXLE 지포스 GT730 V3 D3 1GB LP,AXLE,vga,GT730,28,902,NA,384,2.0x8,3,1334,1,64,DVI / HDMI / D-SUB / 최대 모니터 3개 / 최대 23W / 정격파워 300W 이상 / 1개 팬 / 145mm,45500
리드텍 쿼드로 P1000 MDP to DP D5 4GB ABKO,리드텍,vga,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,640개 / PCIe3.0x16 / GDDR5(DDR5) / 4GB / 128-bit / DP / 최대 47W / 1개 팬 / 145mm,455000
갤럭시 GALAX 지포스 RTX 2080 WHITE LABEL D6 8GB,갤럭시,vga,RTX2080,12,1515,1710,2944,3.0x16,6,14000,8,256,HDMI / DP / USB Type-C / 최대 모니터 4개 / 최대 215W / 정격파워 650W / 전원부: 10페이즈 / 2개 팬 / 268mm / 백플레이트 / LED 라이트,954400
PALIT 지포스 RTX 2070 GAMINGPRO OC D6 8GB,PALIT,vga,RTX2070,12,1410,1725,2304,3.0x16,6,14000,8,256,HDMI / DP / USB Type-C / 최대 모니터 4개 / 최대 220W / 정격파워 550W 이상 / 2개 팬 / 292mm / LED 라이트 / RGB LIGHTING,683300
GIGABYTE 라데온 RX 580 Gaming Box,GIGABYTE,vga,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"라데온 RX 580 / 14nm / 1340 MHz, 부스트 1355MHz / 2304개 / PCIe3.0x4 / GDDR5(DDR5) / 8000MHz / 8GB / 256-bit / DP / 썬더볼트3 / USB 3.0 / 최대 모니터 4개 / 전원부: 8페이즈 / 1개 팬 / 211mm / LED 라이트 / RGB FUSION",768000
AFOX 지포스 GTX750 Ti D5 2GB Single Fan AXLE VISION,AFOX,vga,GTX750Ti,28,1020,1085,640,3.0x16,5,5400,2,128,DVI / HDMI / 최대 모니터 3개 / 최대 60W / 정격파워 400W 이상 / 전원부: 2페이즈 / 1개 팬 / 185mm,85700
GIGABYTE 지포스 GT1030 UD2 D5 2GB 미니미,GIGABYTE,vga,GT1030,14,1227,1468,384,3.0x4,5,6008,2,64,DVI / HDMI / 최대 모니터 2개 / 정격파워 300W 이상 / 전원부: 3페이즈 / 1개 팬 / 150mm,99400
GIGABYTE 지포스 GTX1050 UD2 D5 3GB Nano LP,GIGABYTE,vga,GTX1050,14,1404,1544,768,3.0x16,5,7008,3,96,DVI / HDMI / DP / 최대 모니터 4개 / 정격파워 300W 이상 / 전원부: 4페이즈 / 1개 팬 / 167mm,166500
GIGABYTE 라데온 RX 570 Gaming D5 8GB (벌크),GIGABYTE,vga,RX570,14,1244,1255,2048,3.0x16,5,7000,8,256,DVI / HDMI / DP / 최대 모니터 5개 / 정격파워 450W 이상 / 전원부: 7페이즈 / 2개 팬 / 232mm,166300
이엠텍 XENON 지포스 GTX1070 JETSTREAM D5 8GB,이엠텍,vga,GTX1070,16,1506,1683,1920,3.0x16,5,8000,8,256,DVI / HDMI / DP / 최대 모니터 4개 / 최대 170W / 정격파워 500W 이상 / 전원부: 9페이즈 / 2개 팬 / 285mm / 백플레이트 / LED 라이트 / RGB LIGHTING,576700
HIS 라데온 RX 570 IceQ X2 Turbo D5 4GB,HIS,vga,RX570,14,NA,1264,2048,3.0x16,5,7000,4,256,DVI / HDMI / DP / 최대 모니터 5개 / 정격파워 500W 이상 / 전원부: 5페이즈 / 2개 팬 / 230mm,173200
HIS 라데온 RX 470 IceQ X2 Turbo D5 4GB,HIS,vga,RX470,14,926,1256,2048,3.0x16,5,7000,4,256,DVI / HDMI / DP / 최대 모니터 5개 / 최대 120W / 정격파워 500W 이상 / 전원부: 5페이즈 / 2개 팬 / 240mm,175000
갤럭시 BOY 지포스 RTX 2080 GAMER OC D6 8GB,갤럭시,vga,RTX2080,12,1515,1845,2944,3.0x16,6,14000,8,256,HDMI / DP / USB Type-C / 최대 모니터 4개 / 최대 245W / 정격파워 650W 이상 / 전원부: 10페이즈 / 3개 팬 / 298mm / 백플레이트 / LED 라이트,1034400
AFOX 지포스 GTX1050 D5 2GB DUAL AXLE VISION,AFOX,vga,GTX1050,14,1354,1455,640,3.0x16,5,7008,2,128,DVI / HDMI / DP / 최대 모니터 3개 / 최대 75W / 정격파워 300W 이상 / 전원부: 3페이즈 / 2개 팬 / 210mm,128420
이엠텍 XENON 지포스 GT1030 D4 2GB,이엠텍,vga,GT1030,14,1151,1379,384,3.0x4,NA,NA,NA,NA,2100MHz / 2GB / 64-bit / DVI / HDMI / 최대 모니터 2개 / 최대 20W / 정격파워 300W 이상 / 1개 팬 / 135mm,98880
갤럭시 GALAX 지포스 RTX 2080 BLACK LABEL EX D6 8GB,갤럭시,vga,RTX2080,12,1515,1710,2944,3.0x16,6,14000,8,256,HDMI / DP / USB Type-C / 최대 모니터 4개 / 최대 215W / 정격파워 650W 이상 / 전원부: 10페이즈 / 2개 팬 / 285mm / 백플레이트 / LED 라이트,968600
이엠텍 XENON 지포스 GTX1070 Super JETSTREAM D5 8GB,이엠텍,vga,GTX1070,16,1632,1835,1920,3.0x16,5,8000,8,256,DVI / HDMI / DP / 최대 모니터 4개 / 최대170W / 정격파워 500W 이상 / 전원부: 9페이즈 / 2개 팬 / 285mm / 백플레이트 / LED 라이트 / RGB LIGHTING,759990
GIGABYTE AORUS 지포스 RTX 2080 Ti D6 11GB,GIGABYTE,vga,RTX2080Ti,12,NA,1695,4352,3.0x16,6,14000,11,352,HDMI / DP / USB Type-C / 최대 모니터 4개 / 정격파워 750W / 전원부: 16+3페이즈 / 3개 팬 / 290mm / 백플레이트 / LED 라이트,4000000
GAINWARD 지포스 GTX1070 Ti 게이머 스피릿 D5 8GB Dual 디앤디컴,GAINWARD,vga,GTX1070Ti,16,1607,1683,2432,3.0x16,5,8008,8,256,DVI / HDMI / DP / 최대 모니터 4개 / 최대 180W / 정격파워 500W 이상 / 2개 팬 / 252mm,699140
COLORFUL iGAME 지포스 GTX1050 Ti VULCAN U OC D5 4GB,COLORFUL,vga,GTX1050Ti,14,1379,1493,768,3.0x16,5,7000,4,128,DVI / HDMI / DP / 최대 모니터 3개 / 최대 75W / 정격파워 300W 이상 / 전원부: 4페이즈 / 2개 팬 / 243mm,170000
MANLI 지포스 RTX 2070 Black Dragon D6 8GB,MANLI,vga,RTX2070,12,1410,1620,2304,3.0x16,6,14000,8,256,DVI / HDMI / DP / 최대 175W / 전원부: 6+2페이즈 / 2개 팬 / 227mm,613500
리드텍 WinFast 지포스 GTX1050 D5 2GB,리드텍,vga,GTX1050,14,1354,1455,640,3.0x16,5,7008,2,128,DVI / HDMI / DP / 최대 모니터 3개 / 최대 75W / 정격파워 400W 이상 / 전원부: 3페이즈 / 1개 팬 / 163mm / 2018년 9월 제품 외형 및 PCB 내부 부품 변경,150000
GAINWARD 지포스 GT710 SD3 1GB 디앤디컴,GAINWARD,vga,GT710,28,954,NA,192,2.0x8,NA,NA,NA,NA,1800MHz / 1GB / 64-bit / DVI / HDMI / 최대 모니터 2개 / 최대 19W / 정격파워 300W 이상 / 1개 팬 / 112mm,44000
AFOX 지포스 GT730 D5 1GB LP 디앤디컴,AFOX,vga,GT730,28,980,NA,384,2.0x8,5,5000,1,64,DVI / HDMI / D-SUB / 최대 모니터 3개 / 최대 23W / 정격파워 300W 이상 / 1개 팬 / 145mm,55900
ZOTAC AMP 지포스 GTX1070 Ti AIR D5 8GB,ZOTAC,vga,GTX1070Ti,NA,1607,1683,2432,3.0x16,5,NA,8,256,DVI / HDMI / DP / 최대 모니터 4개 / 최대 180W / 정격파워 500W 이상 / 전원부: 7페이즈 / 2개 팬 / 211mm / 백플레이트 / LED 라이트 / SPECTRA,657530
갤럭시 GALAX 지포스 GT710 D3 1GB LP,갤럭시,vga,GT710,NA,954,NA,192,2.0x8,3,1600,1,64,DVI / HDMI / 최대 모니터 3개 / 정격파워 300W 이상 / 1개 팬 / 158mm,39610
ASRock Phantom Gaming X 라데온 RX 570 OC D5 4GB 디앤디컴,ASRock,vga,RX570,14,1280,1331,2048,3.0x16,5,7000,4,256,DVI / HDMI / DP / 최대 모니터 5개 / 전원부: 6페이즈 / 2개 팬 / 278.8mm,182900
SAPPHIRE 라데온 RX Vega 56 NITRO+ HBM2 8GB Turbine-X,SAPPHIRE,vga,RXVega56,14,1266,1550,3584,NA,NA,800,8,2048,HDMI / DP / 최대 모니터 4개 / 최대 220W / 정격파워 750W 이상 / 3개 팬 / 310mm / 백플레이트 / LED 라이트 / NITRO GLOW,850000
MANLI 지포스 GT1030 Black Frame Mini D5 2GB,MANLI,vga,GT1030,14,1227,1468,384,3.0x4,5,6004,2,64,DVI / HDMI / 전원부: 2페이즈 / 1개 팬 / 182mm,92000
COLORFUL 지포스 GTX1050 CODEBLUE V2 D5 3GB,COLORFUL,vga,GTX1050,14,1392,1518,768,3.0x16,5,7000,3,96,DVI / HDMI / DP / 최대 모니터 3개 / 최대 75W / 정격파워 300W 이상 / 1개 팬 / 185mm,139000
ZOTAC 지포스 GTX1060 MINi D5 3GB,ZOTAC,vga,GTX1060,16,1506,1708,1152,3.0x16,5,8000,3,192,DVI / HDMI / DP / 최대 모니터 4개 / 최대 120W / 정격파워 400W 이상 / 전원부: 5페이즈 / 1개 팬 / 174mm,281000
MANLI 지포스 RTX 2080 Gallardo D6 8GB,MANLI,vga,RTX2080,12,1515,1800,2944,3.0x16,6,14000,8,256,HDMI / DP / USB Type-C / 최대 모니터 4개 / 최대 225W / 정격파워 650W 이상 / 3개 팬 / 314mm / 백플레이트 / LED 라이트,925800
ASUS ROG Enthusiast 2-WAY SLI 브릿지 STCOM,ASUS,vga,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2-Way,52400
MSI 지포스 GT730 OC D5 1GB LP 화이트,MSI,vga,GT730,28,1006,NA,384,2.0x8,5,5000,1,64,DVI / HDMI / 최대 모니터 2개 / 최대 30W / 정격파워 300W 이상 / 1개 팬 / 145mm,64000
이엠텍 XENON 지포스 GTX1070 Ti STORM X Dual D5 8GB,이엠텍,vga,GTX1070Ti,NA,1607,1683,2432,3.0x16,5,NA,8,256,DVI / HDMI / DP / 최대 모니터 4개 / 최대 180W / 정격파워 500W 이상 / 2개 팬 / 250mm,663930
리드텍 WinFast 지포스 RTX 2080 D6 8GB,리드텍,vga,RTX2080,12,1544,1657,3584,3.0x16,6,14000,8,256,HDMI / DP / USB Type-C / 최대 모니터 4개 / 최대 215W / 정격파워 650W 이상 / 전원부: 10페이즈 / 1개 팬 / 267mm,909000
SAPPHIRE 라데온 RX 580 NITRO+ OC D5 4GB Dual-X,SAPPHIRE,vga,RX580,14,NA,1411,2304,3.0x16,5,7000,4,256,DVI / HDMI / DP / 최대 모니터 5개 / 최대 235W / 정격파워 500W 이상 / 전원부: 6페이즈 / 2개 팬 / 260mm / 백플레이트 / LED 라이트,792900
ASRock Phantom Gaming X 라데온 RX 570 OC D5 8GB 디앤디컴,ASRock,vga,RX570,14,1280,1331,2048,3.0x16,5,7000,8,256,DVI / HDMI / DP / 최대 모니터 5개 / 전원부: 6페이즈 / 2개 팬 / 278.8mm,206700
갤럭시 GALAX 지포스 RTX 2080 D6 8GB BLOWER,갤럭시,vga,RTX2080,12,1515,1710,2944,3.0x16,6,14000,8,256,HDMI / DP / USB Type-C / 최대 모니터 4개 / 최대 215W / 정격파워 650W 이상 / 전원부: 10페이즈 / 1개 팬 / 268mm,956200
갤럭시 BOY 지포스 GTX1070 Ti OC D5 8GB,갤럭시,vga,GTX1070Ti,16,1607,1683,2432,3.0x16,5,8008,8,256,DVI / HDMI / DP / 최대 모니터 4개 / 최대 180W / 정격파워 500W 이상 / 전원부: 7페이즈 / 2개 팬 / 296mm / 백플레이트 / LED 라이트,586600
MSI 지포스 GT1030 에어로 ITX OC D4 2GB,MSI,vga,GT1030,NA,1189,1430,384,3.0x16,NA,NA,NA,NA,2100MHz / 2GB / 64-bit / DVI / HDMI / 최대 모니터 2개 / 최대 20W / 정격파워 300W 이상 / 1개 팬 / 147mm,93500
GIGABYTE 지포스 GTX1070 AORUS Gaming Box,GIGABYTE,vga,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"지포스 GTX1070 / 16nm / 1531 MHz , 부스트 1721MHz / 1920개 / PCIe3.0x16 / GDDR5(DDR5) / 8008MHz / 8GB / 256-bit / DVI / DP / 썬더볼트3 / USB 3.0 / 최대 모니터 4개 / 최대 193W / 전원부: 6페이즈 / 1개 팬",954000
갤럭시 BOY 지포스 RTX 2070 EX D6 8GB,갤럭시,vga,RTX2070,12,1410,1620,2304,3.0x16,6,14000,8,256,HDMI / DP / USB Type-C / 최대 모니터 4개 / 최대 175W / 정격파워 550W 이상 / 전원부: 8페이즈 / 2개 팬 / 285mm / 백플레이트 / LED 라이트,615900
갤럭시 GALAX 지포스 RTX 2080 Ti WHITE LABEL OC D6 11GB,갤럭시,vga,RTX2080Ti,12,1350,1635,4352,3.0x16,6,14000,11,352,HDMI / DP / USB Type-C / 최대 260W / 정격파워 650W 이상 / 전원부: 13+3페이즈 / 2개 팬 / 268mm / 백플레이트 / LED 라이트,1736070
GIGABYTE 라데온 RX 580 Gaming D5 4GB (벌크),GIGABYTE,vga,RX580,14,1340,1355,2304,3.0x16,5,7000,4,256,DVI / HDMI / DP / 최대 모니터 5개 / 정격파워 500W 이상 / 전원부: 8페이즈 / 2개 팬 / 232mm,220600
EVGA 지포스 RTX 2080 XC GAMING D6 8GB,EVGA,vga,RTX2080,12,1515,1800,2944,3.0x16,6,14000,8,256,HDMI / DP / USB Type-C / 최대 모니터 4개 / 최대 250W / 정격파워 650W / 전원부: 10페이즈 / 2개 팬 / 269.2mm / 백플레이트 / LED 라이트,962800
리드텍 WinFast 지포스 RTX 2070 HURRICANE D6 8GB,리드텍,vga,RTX2070,12,1410,1710,2304,3.0x16,6,14000,8,256,HDMI / DP / USB Type-C / 최대 모니터 4개 / 최대 185W / 정격파워 550W 이상 / 전원부: 10페이즈 / 2개 팬 / 274mm / 백플레이트,678800
MSI 지포스 GTX1070 게이밍 X D5 8GB 트윈프로져6,MSI,vga,GTX1070,16,1607,1797,1920,3.0x16,5,8108,8,256,DVI / HDMI / DP / 최대 모니터 4개 / 최대 150W / 정격파워 500W 이상 / 전원부: 10페이즈 / 2개 팬 / 279mm / 백플레이트 / LED 라이트 / MYSTIC LIGHT,763810
이엠텍 지포스 RTX 2070 BLACK EDITION OC D6 8GB,이엠텍,vga,RTX2070,12,1410,1725,2304,3.0x16,6,14000,8,256,HDMI / DP / USB Type-C / 최대 모니터 4개 / 최대 185W / 정격파워 500W 이상 / 전원부: 8+2페이즈 / 3개 팬 / 292mm / LED 라이트 / RGB LIGHTING,863990
GIGABYTE 지포스 GTX1080 Ti AORUS Xtreme D5X 11GB 워터블럭,GIGABYTE,vga,GTX1080Ti,16,1607,1721,3584,3.0x16,5,11232,11,352,DVI / HDMI / DP / 최대 모니터 4개 / 정격파워 600W 이상 / 전원부: 14페이즈 / 267mm / 백플레이트 / 수냉 장착 지원 / LED 라이트 / RGB FUSION,2313600
HIS 라데온 RX 470 IceQ X2 Turbo D5 8GB (벌크),HIS,vga,RX470,14,NA,1226,2048,3.0x16,5,7000,8,256,DVI / HDMI / DP / 최대 모니터 5개 / 최대 120W / 정격파워 500W 이상 / 전원부: 5페이즈 / 2개 팬 / 240mm,181600
AFOX 지포스 GTX1050 D5 2GB DUAL 디앤디컴,AFOX,vga,GTX1050,14,1354,1455,640,3.0x16,5,7008,2,128,DVI / HDMI / DP / 최대 모니터 3개 / 최대 75W / 정격파워 300W 이상 / 전원부: 3페이즈 / 2개 팬 / 210mm,129090
GIGABYTE 지포스 GTX1060 UDV D5 3GB 미니미,GIGABYTE,vga,GTX1060,16,1531,1746,1152,3.0x16,5,8008,3,192,DVI / HDMI / DP / 최대 모니터 4개 / 최대 140W / 정격파워 400W 이상 / 전원부: 4페이즈 / 1개 팬 / 170mm,253000
리드텍 쿼드로 P5000 D5X 16GB ABKO,리드텍,vga,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2560개 / PCIe3.0x16 / GDDR5X(DDR5X) / 16GB / 256-bit / DVI / DP / 최대 180W / 1개 팬 / 267mm,2520000
갤럭시 GALAX 지포스 GT710 D3 2GB LP,갤럭시,vga,GT710,NA,954,NA,192,2.0x8,3,1600,2,64,DVI / HDMI / 최대 모니터 3개 / 정격파워 300W 이상 / 1개 팬 / 158mm,48600
COLORFUL 지포스 RTX 2070 Gaming GT D6 8GB,COLORFUL,vga,RTX2070,12,1410,1620,2304,3.0x16,6,14000,8,256,DVI / HDMI / DP / USB Type-C / 최대 모니터 4개 / 최대 185W / 전원부: 8+2페이즈 / 2개 팬 / 267mm / 백플레이트,620500
ZOTAC 지포스 GTX660 D5 2GB DUAL SILENCER,ZOTAC,vga,GTX660,28,993,1059,960,3.0x16,5,6008,2,192,DVI / HDMI / DP / 최대 140W / 정격파워 450W 이상 / 2개 팬 / 192mm,46070
리드텍 쿼드로 P400 MDP to DVI D5 2GB ABKO,리드텍,vga,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,256개 / PCIe3.0x16 / GDDR5(DDR5) / 2GB / 64-bit / DP / 1개 팬 / 145mm,182000
리드텍 쿼드로 GP100 HBM2 16GB ABKO,리드텍,vga,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3584개 / PCIe3.0x16 / HBM(2세대) / 16GB / 4096-bit / DVI / DP / 최대 235W / 1개 팬 / 267mm,9000000
이엠텍 HV 지포스 RTX 2070 BLACK MONSTER D6 8GB,이엠텍,vga,RTX2070,12,1410,1620,2304,3.0x16,6,14000,8,256,HDMI / DP / USB Type-C / 최대 모니터 4개 / 최대 210W / 정격파워 550W 이상 / 전원부: 10페이즈 / 3개 팬 / 292mm / 백플레이트 / LED 라이트,724500
XFX 라데온 RX 580 블랙울프 OC D5 4GB,XFX,vga,RX580,14,NA,1366,2304,3.0x16,5,7000,4,256,DVI / HDMI / DP / 최대 모니터 4개 / 정격파워 500W 이상 / 2개 팬 / 280mm / 백플레이트,1035690
GIGABYTE 지포스 RTX 2080 Ti UDV D6 11GB 윈드포스,GIGABYTE,vga,RTX2080Ti,12,1620,1635,4352,3.0x16,6,14000,11,352,HDMI / DP / USB Type-C / 최대 모니터 4개 / 정격파워 650W / 3개 팬 / 281mm / 백플레이트 / RGB FUSION,1792810
COLORFUL 지포스 GTX1060 iCafe D5 3GB,COLORFUL,vga,GTX1060,16,1506,1708,1152,3.0x16,5,8008,3,192,DVI / HDMI / DP / 최대 모니터 4개 / 최대 120W / 전원부: 5페이즈 / 2개 팬 / 260mm,284990
갤럭시 GALAX 지포스 RTX 2080 개간지 D6 8GB BLACK Edition,갤럭시,vga,RTX2080,12,1515,1710,2944,3.0x16,6,14000,8,256,HDMI / DP / USB Type-C / 최대 모니터 4개 / 최대 215W / 정격파워 650W 이상 / 전원부: 10페이즈 / 3개 팬 / 308mm / 백플레이트 / LED 라이트,977000
이엠텍 XENON 지포스 GT730 D3 2GB LP,이엠텍,vga,GT730,NA,902,NA,384,2.0x8,3,1600,2,64,DVI / HDMI / 최대 모니터 3개 / 최대 49W / 정격파워 300W 이상 / 1개 팬 / 159mm,71430
ZOTAC 지포스 GT710 ZONE D3 1GB LP 무소음 PCIE x1,ZOTAC,vga,GT710,28,954,NA,192, x1,3,1600,1,64,DVI / HDMI / 최대 모니터 3개 / 최대 25W / 무소음 / 146mm,95000
MSI NV링크 브릿지,MSI,vga,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LED 라이트 / SLI 폭: 60mm / 크기: 75.5 x 74.5 x 23.1mm / 무게: 46g,111790
GIGABYTE 지포스 GTX1080 Ti Gaming D5X 11GB,GIGABYTE,vga,GTX1080Ti,16,1518,1632,3584,3.0x16,5,11010,11,352,DVI / HDMI / DP / 최대 모니터 4개 / 정격파워 600W 이상 / 전원부: 10페이즈 / 3개 팬 / 280mm / LED 라이트 / RGB FUSION,1719000
ZOTAC AMP 지포스 GTX1060 D5 6GB,ZOTAC,vga,GTX1060,16,1556,1771,1280,3.0x16,5,8000,6,192,DVI / HDMI / DP / 최대 120W / 정격파워 400W 이상 / 전원부: 5페이즈 / 2개 팬 / 210mm,527990
갤럭시 GALAX 지포스 RTX 2070 개간지 OC D6 8GB BLACK Edition,갤럭시,vga,RTX2070,12,NA,1830,2304,3.0x16,6,14000,8,256,HDMI / DP / USB Type-C / 최대 215W / 정격파워 550W 이상 / 전원부: 8페이즈 / 3개 팬 / 308mm / 백플레이트 / LED 라이트,747100
리드텍 WinFast 지포스 GT710 D3 1GB,리드텍,vga,GT710,28,954,NA,192,NA,NA,1600,1,64,DVI / HDMI / 최대 모니터 3개 / 최대 20W / 정격파워 300W 이상 / 145mm,41900
PowerColor 라데온 RX 560 14CU D5 2GB 레드드래곤 디앤디컴,PowerColor,vga,RX560D,14,NA,1176,896,NA,NA,6000,2,128,DVI / HDMI / DP / 최대 모니터 3개 / 정격파워 400W 이상 / 전원부: 3페이즈 / 1개 팬 / 210mm,130100
리드텍 쿼드로 NVS 810 D3 4GB ABKO,리드텍,vga,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PCIe3.0x16 / GDDR3(DDR3) / 4GB / 128-bit / DP / 최대 모니터 8개 / 최대 68W / 1개 팬 / 198mm,977800
리드텍 쿼드로 NVS 810 MDP to DVI D3 4GB ABKO,리드텍,vga,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1024개 / PCIe3.0x16 / GDDR3(DDR3) / 4GB / 128-bit / DP / 최대 모니터 8개 / 최대 68W / 1개 팬 / 198mm,1179900
갤럭시 GALAX 지포스 RTX 2080 WHITE EX D6 8GB,갤럭시,vga,RTX2080,12,1515,1710,2944,3.0x16,6,14000,8,256,HDMI / DP / USB Type-C / 최대 모니터 4개 / 최대 215W / 정격파워 650W 이상 / 전원부: 10페이즈 / 2개 팬 / 285mm / 백플레이트 / LED 라이트,976400
이엠텍 XENON 지포스 GTX1080 Super JETSTREAM D5X 8GB,이엠텍,vga,GTX1080,16,1708,1847,2560,3.0x16,5,10000,8,256,DVI / HDMI / DP / 최대 모니터 4개 / 최대 180W / 정격파워 500W 이상 / 전원부: 10페이즈 / 2개 팬 / 285mm / 백플레이트 / LED 라이트 / RGB LIGHTING,1359000
AXLE 지포스 GTX750 Ti V2 D5 1GB,AXLE,vga,GTX750Ti,28,1020,1085,640,3.0x16,5,5400,1,128,DVI / HDMI / 최대 모니터 3개 / 최대 60W / 정격파워 400W 이상 / 1개 팬 / 146mm,79320
이엠텍 HV 지포스 GTX1070 Ti BLACK MONSTER D5 8GB,이엠텍,vga,GTX1070Ti,16,1607,1683,2432,NA,NA,8008,8,256,DVI / HDMI / DP / 최대 모니터 4개 / 최대 180W / 정격파워 500W 이상 / 전원부: 6페이즈 / 2개 팬 / 250mm,584600
MSI 지포스 GTX1050 OC D5 2GB 윈드스톰,MSI,vga,GTX1050,14,1404,1518,640,3.0x16,5,7000,2,128,DVI / HDMI / DP / 최대 모니터 3개 / 최대 75W / 정격파워 300W 이상 / 2개 팬 / 215mm,150000
리드텍 WinFast 지포스 GTX1050 Ti D5 4GB,리드텍,vga,GTX1050Ti,14,1290,1392,768,3.0x16,5,7008,4,128,DVI / HDMI / DP / 최대 모니터 3개 / 최대 75W / 정격파워 400W 이상 / 전원부: 3페이즈 / 1개 팬 / 163mm / 2018년 9월 제품 외형 및 PCB 내부 부품 변경,182700
PALIT 지포스 GTX1070 JETSTREAM D5 8GB,PALIT,vga,GTX1070,NA,1506,1683,1920,3.0x16,5,8000,8,256,DVI / HDMI / DP / 최대 150W / 정격파워 500W 이상 / 전원부: 8페이즈 / 2개 팬 / 285mm / 백플레이트 / LED 라이트 / RGB LIGHTING,569800
