인텔 제온 스케일러블 골드 6140 (스카이레이크),인텔,소켓3647,14,18,36,2.60,NA,24,NA,140,NA,NA,NA,3110000
인텔 코어2쿼드 Q8300 (요크필드),인텔,소켓775,45,쿼드,4,2.5,4,NA,64(32),95,NA,NA,NA,NA
인텔 제온 E3-1245V6 (카비레이크),인텔,소켓1151,NA,쿼드,8,3.7,NA,8,64,73,인텔 HD P630,NA,C236 메인보드만 호환 가능합니다.,370270
인텔 제온 E3-1225V6 (카비레이크),인텔,소켓1151,NA,쿼드,4,3.3,NA,8,64,73,인텔 HD P630,NA,C236 메인보드만 호환 가능합니다.,293700
인텔 제온 스케일러블 골드 5122 (스카이레이크),인텔,소켓3647,14,쿼드,8,3.60,NA,16,NA,105,NA,NA,NA,1556420
인텔 제온 스케일러블 실버 4116 (스카이레이크),인텔,소켓3647,14,12,24,2.10,NA,16,NA,85,NA,NA,NA,1324400
인텔 제온 스케일러블 실버 4110 (스카이레이크),인텔,소켓3647,14,옥타,16,2.10,NA,11,NA,85,NA,NA,NA,648110
인텔 코어i5-4세대 4440 (하스웰),인텔,소켓1150,22,쿼드,4,3.1,1,6,64(32),84,인텔 HD 4600,1,NA,NA
인텔 코어i3-3세대 3240 (아이비브릿지),인텔,소켓1155,22,듀얼,4,3.4,NA,3,64(32),55,인텔 HD 2500,650,하이퍼스레딩,NA
인텔 코어i3-4세대 4160 (하스웰 리프레시),인텔,소켓1150,22,듀얼,4,3.6,512,3,64(32),54,인텔 HD 4400,1,하이퍼스레딩,NA
인텔 코어2쿼드 Q8400 (요크필드),인텔,소켓775,45,쿼드,4,2.66,4,NA,64(32),95,NA,NA,NA,NA
인텔 코어i5-2세대 2400 (샌디브릿지),인텔,소켓1155,32,쿼드,4,3.1,NA,6,64(32),95,인텔 HD 2000,850,NA,NA
인텔 코어i5-2세대 2500K (샌디브릿지),인텔,소켓1155,32,쿼드,4,3.3,NA,6,64(32),95,인텔 HD 3000,850,NA,NA
인텔 코어i7-1세대 860 (린필드),인텔,소켓1156,45,쿼드,8,2.8,NA,8,64(32),95,NA,NA,NA,NA
인텔 코어2쿼드 Q9400 (요크필드),인텔,소켓775,45,쿼드,4,2.66,NA,6,64(32),95,NA,NA,NA,NA
인텔 코어2쿼드 Q6600 (켄츠필드),인텔,소켓775,65,쿼드,4,2.4,8,NA,64(32),NA,NA,NA,NA,NA
인텔 코어i5-1세대 750 (린필드),인텔,소켓1156,45,쿼드,4,2.66,NA,8,64(32),95,NA,NA,NA,NA
AMD 페넘II-X6 1055T (투반),AMD,소켓AM3,45,헥사,6,2.8,NA,6,64(32),125,NA,NA,NA,NA
인텔 제온 스케일러블 실버 4114 (스카이레이크),인텔,소켓3647,14,10,20,2.20,NA,13,NA,85,NA,NA,NA,907980
인텔 펜티엄 G620 (샌디브릿지),인텔,소켓1155,32,듀얼,2,2.6,NA,3,64(32),65,인텔 HD,850,NA,NA
인텔 코어i7-4세대 4770K (하스웰),인텔,소켓1150,22,쿼드,8,3.5,1,8,64(32),84,인텔 HD 4600,1,하이퍼스레딩,NA
인텔 코어2듀오 E7400 (울프데일),인텔,소켓775,45,듀얼,2,2.8,NA,3,64(32),65,NA,NA,NA,NA
인텔 펜티엄 G3260 (하스웰 리프레시),인텔,소켓1150,22,듀얼,2,3.3,512,3,64(32),53,인텔 HD,1,NA,NA
인텔 제온 E3-1231V3 (하스웰 리프레시),인텔,소켓1150,22,쿼드,8,3.4,1,8,64(32),80,NA,NA,NA,343000
인텔 코어2쿼드 Q9300 (요크필드),인텔,소켓775,45,쿼드,4,2.5 ~ 2.99,6,NA,64(32),95,NA,NA,NA,NA
인텔 펜티엄 G3240 (하스웰 리프레시),인텔,소켓1150,22,듀얼,2,3.1,512,3,64(32),54,인텔 HD,1,NA,NA
인텔 코어i3-1세대 540 (클락데일),인텔,소켓1156,32,듀얼,4,3.06,NA,4,64(32),73,인텔 HD,733,하이퍼스레딩,NA
인텔 펜티엄 G2030 (아이비브릿지),인텔,소켓1155,22,듀얼,2,3.0,NA,3,64(32),55,인텔 HD,650,NA,NA
